Ruolo;Nome;Squadra;Anno;Media voto;Media FantaVoto;Quota iniziale;FantaVoto/Quota iniziale;Voto/Quota iniziale;Gol fatti;Gol subiti;Rigori parati;Rigori calciati;Rigori segnati;Rigori sbagliati;Assist;Ammonizioni;Espulsioni;Autogol;Partite a voto;Quota attuale;Differenza tra quote;Id
C;Radovanovic;Chievo;01/01/2018;5.96;5.96;5;1.192;1.192;1;0;0;0;0;0;1;6;1;0;35;8;-3;118
C;Rigoni N;Chievo;01/01/2018;5.54;5.46;3;1.82;1.846666667;0;0;0;0;0;0;0;3;0;0;15;3;0;119
C;Stoian;Crotone;01/01/2018;5.75;6;7;0.857142857;0.821428571;2;0;0;0;0;0;4;5;0;0;32;9;-2;121
A;Inglese;Chievo;01/01/2018;6;6.98;15;0.465333333;0.4;11;0;0;2;1;1;1;3;0;0;34;16;-1;123
A;Meggiorini;Chievo;01/01/2018;5.46;5.39;6;0.898333333;0.91;0;0;0;0;0;0;0;2;0;0;15;2;4;124
A;Paloschi;SPAL;01/01/2018;5.7;6.33;13;0.486923077;0.438461538;7;0;0;0;0;0;1;2;0;0;36;10;3;126
A;Pellissier;Chievo;01/01/2018;5.8;6.03;9;0.67;0.644444444;1;0;0;0;0;0;1;1;0;0;19;4;5;127
P;Skorupski;Roma;01/01/2018;6.5;6.5;1;6.5;6.5;0;0;0;0;0;0;0;0;0;0;1;2;-1;133
D;Costa;Benevento;01/01/2018;5.41;5.25;5;1.05;1.082;0;0;0;0;0;0;0;5;0;0;16;2;3;138
D;Hysaj;Napoli;01/01/2018;5.94;5.91;8;0.73875;0.7425;0;0;0;0;0;0;1;2;1;0;35;9;-1;140
D;Laurini;Fiorentina;01/01/2018;5.79;5.71;3;1.903333333;1.93;0;0;0;0;0;0;1;5;0;0;22;4;-1;141
D;Mario Rui;Napoli;01/01/2018;5.92;6.12;6;1.02;0.986666667;2;0;0;0;0;0;4;8;1;0;25;10;-4;142
D;Tonelli;Napoli;01/01/2018;5.62;6.38;4;1.595;1.405;1;0;0;0;0;0;0;0;0;0;4;3;1;144
C;Saponara;Fiorentina;01/01/2018;6.03;6.19;12;0.515833333;0.5025;0;0;0;0;0;0;4;3;0;0;18;8;4;150
C;Zielinski;Napoli;01/01/2018;6.15;6.47;17;0.380588235;0.361764706;4;0;0;0;0;0;1;3;0;0;36;18;-1;152
A;Pucciarelli;Chievo;01/01/2018;5.61;5.84;9;0.648888889;0.623333333;2;0;0;0;0;0;0;3;0;0;22;5;4;156
P;Sepe;Napoli;01/01/2018;6;6;1;6;6;0;0;0;0;0;0;0;0;0;0;1;1;0;159
D;Tomovic;Chievo;01/01/2018;5.69;5.53;4;1.3825;1.4225;0;0;0;0;0;0;0;5;0;1;29;7;-3;169
C;Badelj;Fiorentina;01/01/2018;6;6.04;7;0.862857143;0.857142857;2;0;0;0;0;0;0;8;1;0;27;7;0;170
C;Borja Valero;Inter;01/01/2018;5.83;5.97;11;0.542727273;0.53;2;0;0;0;0;0;0;3;0;0;36;10;1;172
C;Capezzi;Sampdoria;01/01/2018;5.83;6.17;5;1.234;1.166;0;0;0;0;0;0;1;0;0;0;6;2;3;173
C;Ilicic;Atalanta;01/01/2018;6.5;7.77;12;0.6475;0.541666667;9;0;0;2;2;0;8;3;0;0;31;21;-9;177
C;Vecino;Inter;01/01/2018;5.89;6.12;10;0.612;0.589;3;0;0;0;0;0;2;7;1;0;29;8;2;181
A;Babacar;Sassuolo;01/01/2018;5.93;6.62;12;0.551666667;0.494166667;3;0;0;3;3;0;2;1;0;0;29;11;1;183
C;Bernardeschi;Juventus;01/01/2018;6.38;7.38;20;0.369;0.319;4;0;0;0;0;0;5;4;0;0;22;16;4;184
A;Rossi;Genoa;01/01/2018;6;6.38;10;0.638;0.6;1;0;0;0;0;0;0;0;0;0;9;8;2;187
D;Pavlovic D.;Crotone;01/01/2018;5.35;5.35;3;1.783333333;1.783333333;0;0;0;0;0;0;0;0;0;0;11;1;2;197
D;Rosi;Genoa;01/01/2018;5.67;5.56;3;1.853333333;1.89;0;0;0;0;0;0;0;5;0;0;24;3;0;198
A;Verde;Verona;01/01/2018;5.67;5.97;7;0.852857143;0.81;2;0;0;0;0;0;3;0;0;0;30;7;0;215
P;Donnarumma An.;Milan;01/01/2018;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;216
P;Lamanna;Genoa;01/01/2018;6.5;5.5;1;5.5;6.5;0;1;0;0;0;0;0;0;0;0;1;2;-1;217
P;Perin;Genoa;01/01/2018;6.24;5.09;8;0.63625;0.78;0;42;0;0;0;0;0;1;0;0;37;12;-4;218
D;Burdisso;Torino;01/01/2018;5.88;5.75;3;1.916666667;1.96;0;0;0;0;0;0;0;6;0;0;24;7;-4;222
D;De Maio;Bologna;01/01/2018;5.8;5.82;5;1.164;1.16;2;0;0;0;0;0;0;7;0;1;26;6;-1;224
D;Izzo;Genoa;01/01/2018;6;6.12;7;0.874285714;0.857142857;1;0;0;0;0;0;0;2;0;0;16;4;3;226
C;Cofie;Genoa;01/01/2018;5.85;5.8;1;5.8;5.85;0;0;0;0;0;0;0;1;0;0;12;3;-2;232
C;Laxalt;Genoa;01/01/2018;5.94;6.25;8;0.78125;0.7425;3;0;0;0;0;0;2;2;0;0;32;10;-2;235
C;Lazovic;Genoa;01/01/2018;5.84;5.84;8;0.73;0.73;0;0;0;0;0;0;1;2;0;0;21;6;2;236
C;Perotti;Roma;01/01/2018;6.11;6.67;15;0.444666667;0.407333333;3;0;0;4;2;2;4;0;0;0;25;12;3;237
C;Rincon;Torino;01/01/2018;5.89;5.81;6;0.968333333;0.981666667;1;0;0;0;0;0;0;12;0;0;36;8;-2;238
A;Pandev;Genoa;01/01/2018;5.92;6.34;7;0.905714286;0.845714286;5;0;0;0;0;0;1;4;1;0;32;12;-5;245
A;Pavoletti;Cagliari;01/01/2018;5.97;6.85;12;0.570833333;0.4975;11;0;0;0;0;0;0;8;0;0;33;15;-3;247
P;Berni;Inter;01/01/2018;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;248
P;Handanovic;Inter;01/01/2018;6.29;5.45;14;0.389285714;0.449285714;0;30;0;0;0;0;0;0;0;1;38;15;-1;250
D;Andreolli;Cagliari;01/01/2018;5.68;5.57;8;0.69625;0.71;0;0;0;0;0;0;0;5;0;0;23;5;3;251
D;Biraghi;Fiorentina;01/01/2018;5.69;5.79;5;1.158;1.138;1;0;0;0;0;0;4;7;0;0;34;7;-2;252
D;Juan Jesus;Roma;01/01/2018;5.7;5.55;6;0.925;0.95;0;0;0;0;0;0;0;4;1;0;22;5;1;256
D;Miranda;Inter;01/01/2018;5.98;5.85;10;0.585;0.598;0;0;0;0;0;0;0;8;0;0;31;9;1;257
D;Ranocchia;Inter;01/01/2018;6.07;6.36;2;3.18;3.035;2;0;0;0;0;0;0;4;0;1;11;5;-3;261
D;Santon;Inter;01/01/2018;5.58;5.5;3;1.833333333;1.86;0;0;0;0;0;0;0;2;0;0;15;3;0;262
C;Bessa;Genoa;01/01/2018;5.84;6.18;8;0.7725;0.73;3;0;0;0;0;0;2;5;0;0;28;8;0;264
C;Brozovic;Inter;01/01/2018;6.2;6.79;9;0.754444444;0.688888889;4;0;0;0;0;0;9;9;0;0;31;14;-5;265
C;Gnoukouri;Inter;01/01/2018;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;267
A;Icardi;Inter;01/01/2018;6.35;8.82;35;0.252;0.181428571;23;0;0;7;6;1;1;2;0;0;34;34;1;277
A;Palacio;Bologna;01/01/2018;6.07;6.43;10;0.643;0.607;4;0;0;0;0;0;2;9;0;0;28;9;1;280
P;Buffon;Juventus;01/01/2018;6.19;5.64;17;0.331764706;0.364117647;0;14;1;0;0;0;0;1;0;0;21;12;5;282
D;Barzagli;Juventus;01/01/2018;6;5.9;7;0.842857143;0.857142857;0;0;0;0;0;0;1;2;0;1;25;6;1;285
D;Bonucci;Milan;01/01/2018;5.86;5.93;14;0.423571429;0.418571429;2;0;0;0;0;0;0;5;1;0;35;11;3;286
D;Caceres;Lazio;01/01/2018;5.95;6.52;7;0.931428571;0.85;4;0;0;0;0;0;1;3;0;0;20;8;-1;287
D;Chiellini;Juventus;01/01/2018;6.21;6.21;13;0.477692308;0.477692308;0;0;0;0;0;0;1;2;0;0;26;9;4;288
D;Lichtsteiner;Juventus;01/01/2018;5.79;5.62;9;0.624444444;0.643333333;0;0;0;1;0;1;2;6;0;0;27;5;4;292
D;Rugani;Juventus;01/01/2018;6.09;6.34;9;0.704444444;0.676666667;2;0;0;0;0;0;1;3;0;0;22;10;-1;294
D;Asamoah;Juventus;01/01/2018;6.05;5.95;5;1.19;1.21;0;0;0;0;0;0;0;4;0;0;19;5;0;295
C;Buchel;Verona;01/01/2018;5.55;5.33;4;1.3325;1.3875;0;0;0;0;0;0;0;9;0;0;23;2;2;297
C;Khedira;Juventus;01/01/2018;6.1;7.19;14;0.513571429;0.435714286;9;0;0;0;0;0;2;1;0;0;26;16;-2;299
C;Marchisio;Juventus;01/01/2018;6.04;6.08;9;0.675555556;0.671111111;0;0;0;0;0;0;1;1;0;0;15;6;3;300
D;Padoin;Cagliari;01/01/2018;5.72;5.74;6;0.956666667;0.953333333;1;0;0;0;0;0;0;4;0;0;37;8;-2;301
C;Sturaro;Juventus;01/01/2018;5.86;5.82;4;1.455;1.465;0;0;0;0;0;0;0;1;0;0;12;2;2;305
A;Dybala;Juventus;01/01/2018;6.45;8.42;29;0.290344828;0.222413793;19;0;0;5;3;2;5;0;0;0;33;30;-1;309
A;Mandzukic;Juventus;01/01/2018;5.95;6.41;17;0.377058824;0.35;5;0;0;0;0;0;2;3;1;0;32;13;4;312
P;Berisha;Atalanta;01/01/2018;6.08;5.08;11;0.461818182;0.552727273;0;34;1;0;0;0;0;0;0;0;31;12;-1;316
P;Guerrieri;Lazio;01/01/2018;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;317
P;Marchetti;Lazio;01/01/2018;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;318
D;Basta;Lazio;01/01/2018;5.95;6.05;6;1.008333333;0.991666667;0;0;0;0;0;0;1;0;0;0;11;3;3;319
D;De Vrij;Lazio;01/01/2018;6.31;6.79;13;0.522307692;0.485384615;6;0;0;0;0;0;1;3;0;0;36;18;-5;322
D;Gentiletti;Genoa;01/01/2018;5.12;4.88;3;1.626666667;1.706666667;0;0;0;0;0;0;0;2;0;0;4;1;2;323
D;Patric;Lazio;01/01/2018;5.8;5.85;2;2.925;2.9;0;0;0;0;0;0;1;1;0;0;11;3;-1;327
D;Radu;Lazio;01/01/2018;5.94;5.84;7;0.834285714;0.848571429;0;0;0;0;0;0;2;8;1;0;31;6;1;329
C;Biglia;Milan;01/01/2018;5.88;5.94;11;0.54;0.534545455;1;0;0;0;0;0;1;5;0;0;28;8;3;331
C;Candreva;Inter;01/01/2018;6.03;6.21;15;0.414;0.402;0;0;0;0;0;0;8;4;0;0;36;13;2;332
C;Cataldi;Benevento;01/01/2018;5.72;5.76;5;1.152;1.144;1;0;0;0;0;0;3;8;1;0;29;7;-2;333
C;Crecco;Lazio;01/01/2018;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;334
C;Felipe Anderson;Lazio;01/01/2018;6.38;7.24;18;0.402222222;0.354444444;4;0;0;0;0;0;6;0;0;0;21;16;2;335
C;Lulic;Lazio;01/01/2018;5.97;6.2;12;0.516666667;0.4975;2;0;0;1;1;0;5;6;1;1;35;11;1;338
C;Parolo;Lazio;01/01/2018;6.03;6.52;12;0.543333333;0.5025;4;0;0;0;0;0;5;2;1;0;31;11;1;342
A;Djordjevic;Lazio;01/01/2018;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;344
P;Donnarumma G.;Milan;01/01/2018;6.09;4.91;16;0.306875;0.380625;0;42;0;0;0;0;0;2;0;1;38;14;2;350
D;Abate;Milan;01/01/2018;5.81;5.91;4;1.4775;1.4525;1;0;0;0;0;0;0;3;0;0;17;5;-1;353
D;Antonelli;Milan;01/01/2018;5.33;5.17;4;1.2925;1.3325;0;0;0;0;0;0;0;1;0;0;6;1;3;356
D;Calabria;Milan;01/01/2018;6;6.28;4;1.57;1.5;1;0;0;0;0;0;3;0;1;0;21;7;-3;357
D;De Sciglio;Juventus;01/01/2018;6.42;6.62;6;1.103333333;1.07;1;0;0;0;0;0;0;1;0;0;12;5;1;358
D;Simic S;Crotone;01/01/2018;5.79;5.64;2;2.82;2.895;0;0;0;0;0;0;0;2;0;0;9;1;1;362
D;Zapata C.;Milan;01/01/2018;6;5.91;4;1.4775;1.5;0;0;0;0;0;0;0;2;0;0;12;5;-1;365
C;Bertolacci;Genoa;01/01/2018;5.86;5.82;9;0.646666667;0.651111111;1;0;0;0;0;0;0;7;1;0;33;8;1;366
C;Bonaventura;Milan;01/01/2018;6.03;6.83;16;0.426875;0.376875;8;0;0;0;0;0;3;3;0;0;33;17;-1;367
C;Mauri J;Milan;01/01/2018;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;371
C;Montolivo;Milan;01/01/2018;5.78;5.88;4;1.47;1.445;1;0;0;0;0;0;1;3;1;0;18;4;0;372
C;Poli;Bologna;01/01/2018;5.94;5.97;7;0.852857143;0.848571429;2;0;0;0;0;0;0;8;1;0;32;8;-1;374
C;Suso;Milan;01/01/2018;6.19;6.84;18;0.38;0.343888889;6;0;0;0;0;0;7;2;1;0;35;19;-1;375
C;Verdi;Bologna;01/01/2018;6.21;7.36;16;0.46;0.388125;8;0;0;2;2;0;9;2;0;0;34;22;-6;376
A;Cerci;Verona;01/01/2018;5.74;6.15;14;0.439285714;0.41;2;0;0;1;1;0;1;1;0;0;24;9;5;378
A;Matri;Sassuolo;01/01/2018;5.78;5.9;10;0.59;0.578;2;0;0;3;1;2;0;1;0;0;23;5;5;380
A;Niang;Torino;01/01/2018;5.71;6.15;11;0.559090909;0.519090909;4;0;0;0;0;0;1;5;0;0;26;8;3;382
A;Petagna;Atalanta;01/01/2018;5.93;6.34;15;0.422666667;0.395333333;4;0;0;0;0;0;3;6;0;0;29;12;3;383
P;Rafael Cabral;Napoli;01/01/2018;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;386
P;Reina;Napoli;01/01/2018;6.08;5.28;15;0.352;0.405333333;0;29;0;0;0;0;0;1;0;0;37;14;1;387
D;Albiol;Napoli;01/01/2018;6.21;6.42;9;0.713333333;0.69;3;0;0;0;0;0;1;7;0;0;31;13;-4;388
D;Ghoulam;Napoli;01/01/2018;6.64;7.41;9;0.823333333;0.737777778;2;0;0;0;0;0;3;1;0;0;11;5;4;390
D;Koulibaly;Napoli;01/01/2018;6.24;6.57;13;0.505384615;0.48;5;0;0;0;0;0;0;5;1;0;35;15;-2;392
D;Maggio;Napoli;01/01/2018;6.1;6.1;3;2.033333333;2.033333333;0;0;0;0;0;0;0;0;0;0;13;3;0;394
D;Strinic;Sampdoria;01/01/2018;5.77;5.83;2;2.915;2.885;0;0;0;0;0;0;2;2;0;0;17;3;-1;395
C;Allan;Napoli;01/01/2018;6.32;6.73;9;0.747777778;0.702222222;4;0;0;0;0;0;4;2;0;0;38;16;-7;397
C;Hamsik;Napoli;01/01/2018;6.01;6.57;26;0.252692308;0.231153846;7;0;0;0;0;0;1;2;0;0;38;22;4;402
C;Jorginho;Napoli;01/01/2018;6.02;6.16;7;0.88;0.86;1;0;0;2;1;1;4;5;0;0;33;9;-2;404
C;Valdifiori;Torino;01/01/2018;5.61;5.56;5;1.112;1.122;0;0;0;0;0;0;0;1;0;0;13;1;4;405
A;Callejon;Napoli;01/01/2018;6.16;7.2;26;0.276923077;0.236923077;10;0;0;0;0;0;11;3;0;0;38;26;0;406
A;Higuain;Juventus;01/01/2018;6.14;7.53;38;0.198157895;0.161578947;15;0;0;2;1;1;3;4;0;0;35;27;11;408
A;Insigne;Napoli;01/01/2018;6.42;7.28;30;0.242666667;0.214;7;0;0;1;1;0;10;4;0;0;37;26;4;409
A;Mertens;Napoli;01/01/2018;6.2;7.64;36;0.212222222;0.172222222;14;0;0;5;4;1;6;4;0;0;38;28;8;410
P;Sorrentino;Chievo;01/01/2018;6.29;4.95;8;0.61875;0.78625;0;59;3;0;0;0;0;2;0;0;38;13;-5;413
D;Goldaniga;Sassuolo;01/01/2018;6;5.96;6;0.993333333;1;1;0;0;0;0;0;0;3;2;0;13;4;2;418
D;Gonzalez G;Bologna;01/01/2018;5.7;5.52;5;1.104;1.14;0;0;0;0;0;0;0;4;2;0;22;4;1;419
D;Lazaar;Benevento;01/01/2018;5.57;6;6;1;0.928333333;1;0;0;0;0;0;0;0;0;0;9;2;4;420
C;Benali;Crotone;01/01/2018;6.1;6.4;5;1.28;1.22;1;0;0;0;0;0;1;2;0;0;10;5;0;428
C;Hiljemark;Genoa;01/01/2018;5.87;6.03;5;1.206;1.174;0;0;0;0;0;0;3;1;0;0;15;6;-1;433
C;Rigoni L;Genoa;01/01/2018;5.8;6.05;7;0.864285714;0.828571429;2;0;0;0;0;0;2;5;0;0;23;5;2;438
C;Viola;Benevento;01/01/2018;5.98;6.32;4;1.58;1.495;2;0;0;1;0;1;6;1;1;0;24;8;-4;440
A;Belotti;Torino;01/01/2018;5.98;6.8;37;0.183783784;0.161621622;10;0;0;2;0;2;3;2;0;0;32;23;14;441
P;Lobont;Roma;01/01/2018;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;451
P;Szczesny;Juventus;01/01/2018;6.12;5.59;1;5.59;6.12;0;9;0;0;0;0;0;0;0;0;17;6;-5;453
D;Castan;Cagliari;01/01/2018;5.57;5.46;1;5.46;5.57;0;0;0;0;0;0;1;5;0;0;14;4;-3;455
D;Manolas;Roma;01/01/2018;6.02;6.22;12;0.518333333;0.501666667;2;0;0;0;0;0;0;0;0;0;29;11;1;459
D;Romagnoli;Milan;01/01/2018;6.02;6.07;10;0.607;0.602;2;0;0;0;0;0;0;7;1;0;28;10;0;460
D;Torosidis;Bologna;01/01/2018;5.77;5.63;3;1.876666667;1.923333333;0;0;0;0;0;0;0;2;1;0;16;3;0;461
C;De Rossi;Roma;01/01/2018;5.95;5.95;9;0.661111111;0.661111111;1;0;0;0;0;0;1;6;1;0;22;7;2;463
C;Florenzi;Roma;01/01/2018;6;6.13;11;0.557272727;0.545454545;1;0;0;1;0;1;5;2;0;0;32;10;1;464
C;Nainggolan;Roma;01/01/2018;6.23;6.77;26;0.260384615;0.239615385;4;0;0;0;0;0;9;6;1;0;31;21;5;467
C;Pjanic;Juventus;01/01/2018;6.31;6.9;17;0.405882353;0.371176471;5;0;0;0;0;0;8;5;0;1;31;19;-2;469
C;Strootman;Roma;01/01/2018;5.83;5.86;13;0.450769231;0.448461538;1;0;0;0;0;0;0;4;0;0;32;8;5;470
A;Destro;Bologna;01/01/2018;5.8;6.54;17;0.384705882;0.341176471;6;0;0;0;0;0;2;3;0;0;26;12;5;472
A;Iago Falque;Torino;01/01/2018;6.21;7.38;16;0.46125;0.388125;12;0;0;0;0;0;7;2;0;0;37;21;-5;475
A;Ljajic;Torino;01/01/2018;6.39;7.35;16;0.459375;0.399375;6;0;0;0;0;0;9;2;0;0;27;19;-3;478
P;Brignoli;Benevento;01/01/2018;5.92;3.65;1;3.65;5.92;1;31;0;0;0;0;0;3;0;0;13;1;0;481
P;Puggioni;Benevento;01/01/2018;6.07;4.37;1;4.37;6.07;0;38;0;0;0;0;0;0;1;0;23;6;-5;483
P;Viviano;Sampdoria;01/01/2018;6.11;4.85;10;0.485;0.611;0;43;4;0;0;0;0;2;0;1;27;9;1;484
D;De Silvestri;Torino;01/01/2018;6.03;6.44;5;1.288;1.206;5;0;0;0;0;0;2;3;1;0;35;13;-8;487
D;Regini;Sampdoria;01/01/2018;5.82;5.75;5;1.15;1.164;0;0;0;0;0;0;0;2;0;0;14;3;2;490
D;Salamon;SPAL;01/01/2018;5.78;5.55;1;5.55;5.78;0;0;0;0;0;0;0;5;0;1;22;2;-1;491
D;Silvestre;Sampdoria;01/01/2018;5.94;5.93;7;0.847142857;0.848571429;1;0;0;0;0;0;0;3;0;1;34;9;-2;492
D;Zukanovic;Genoa;01/01/2018;5.94;5.76;6;0.96;0.99;0;0;0;0;0;0;1;5;0;2;31;8;-2;493
C;Barreto;Sampdoria;01/01/2018;5.63;5.63;7;0.804285714;0.804285714;1;0;0;0;0;0;0;4;1;0;28;5;2;494
A;Bonazzoli;SPAL;01/01/2018;5.7;5.7;1;5.7;5.7;0;0;0;0;0;0;0;0;0;0;12;1;0;505
A;Eder;Inter;01/01/2018;5.97;6.42;12;0.535;0.4975;3;0;0;0;0;0;0;4;0;0;29;9;3;506
P;Consigli;Sassuolo;01/01/2018;6.2;4.69;9;0.521111111;0.688888889;0;58;1;0;0;0;0;2;0;0;37;11;-2;509
P;Pegolo;Sassuolo;01/01/2018;5.5;4;1;4;5.5;0;1;0;0;0;0;0;0;0;1;2;1;0;510
D;Acerbi;Sassuolo;01/01/2018;5.96;5.86;13;0.450769231;0.458461538;0;0;0;0;0;0;0;4;0;1;38;11;2;513
D;Antei;Benevento;01/01/2018;5.44;5.25;2;2.625;2.72;0;0;0;0;0;0;0;1;1;0;8;1;1;514
D;Peluso;Sassuolo;01/01/2018;5.74;5.71;7;0.815714286;0.82;1;0;0;0;0;0;1;10;0;0;31;5;2;521
C;Biondini;Sassuolo;01/01/2018;5.6;5.6;4;1.4;1.4;0;0;0;0;0;0;0;1;0;0;7;1;3;524
C;Duncan;Sassuolo;01/01/2018;5.75;5.71;8;0.71375;0.71875;0;0;0;0;0;0;1;4;0;0;26;7;1;526
C;Magnanelli;Sassuolo;01/01/2018;5.82;5.6;7;0.8;0.831428571;0;0;0;0;0;0;0;9;2;0;32;7;0;528
C;Missiroli;Sassuolo;01/01/2018;5.87;5.93;8;0.74125;0.73375;1;0;0;0;0;0;1;4;0;0;35;10;-2;529
C;Pellegrini Lo.;Roma;01/01/2018;6.04;6.38;11;0.58;0.549090909;3;0;0;0;0;0;2;2;1;0;28;9;2;530
A;Berardi;Sassuolo;01/01/2018;5.58;5.66;18;0.314444444;0.31;2;0;0;4;2;2;1;7;1;0;31;10;8;531
A;Falcinelli;Fiorentina;01/01/2018;5.57;5.78;20;0.289;0.2785;2;0;0;0;0;0;1;2;0;0;32;10;10;532
A;Floccari;SPAL;01/01/2018;5.94;6.5;5;1.3;1.188;3;0;0;0;0;0;0;0;0;0;20;5;0;533
A;Politano;Sassuolo;01/01/2018;6.11;6.88;14;0.491428571;0.436428571;10;0;0;2;0;2;4;1;0;0;36;19;-5;536
P;Gomis A;SPAL;01/01/2018;6.16;4.56;1;4.56;6.16;0;43;1;0;0;0;0;0;0;0;26;5;-4;540
P;Ichazo;Torino;01/01/2018;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;542
P;Padelli;Inter;01/01/2018;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;543
D;Bruno Peres;Roma;01/01/2018;5.8;5.77;10;0.577;0.58;0;0;0;0;0;0;0;1;0;0;18;5;5;546
D;Molinaro;Torino;01/01/2018;5.78;5.78;4;1.445;1.445;0;0;0;0;0;0;1;2;0;0;20;4;0;551
D;Moretti;Torino;01/01/2018;5.93;5.8;4;1.45;1.4825;0;0;0;0;0;0;0;6;0;0;22;6;-2;552
C;Acquah;Torino;01/01/2018;5.7;5.73;5;1.146;1.14;1;0;0;0;0;0;0;3;1;0;22;4;1;555
C;Baselli;Torino;01/01/2018;5.87;6.08;12;0.506666667;0.489166667;4;0;0;0;0;0;1;11;1;0;32;10;2;556
C;Benassi;Fiorentina;01/01/2018;5.87;6.27;9;0.696666667;0.652222222;5;0;0;0;0;0;2;6;0;0;35;10;-1;557
C;Obi;Torino;01/01/2018;6.18;6.9;3;2.3;2.06;5;0;0;0;0;0;1;3;0;0;22;9;-6;560
A;Maxi Lopez;Udinese;01/01/2018;5.65;5.93;3;1.976666667;1.883333333;1;0;0;1;1;0;2;1;0;0;28;6;-3;566
A;Quagliarella;Sampdoria;01/01/2018;6.21;7.84;17;0.461176471;0.365294118;12;0;0;8;7;1;5;4;0;0;35;23;-6;568
P;Meret;SPAL;01/01/2018;6.38;5.62;6;0.936666667;1.063333333;0;16;2;0;0;0;0;0;0;0;13;9;-3;572
P;Scuffet;Udinese;01/01/2018;5.75;4.42;8;0.5525;0.71875;0;11;1;0;0;0;0;0;0;0;6;2;6;574
D;Adnan;Udinese;01/01/2018;5.8;5.66;3;1.886666667;1.933333333;0;0;0;0;0;0;1;4;0;1;23;5;-2;575
D;Danilo Lar.;Udinese;01/01/2018;5.78;5.69;7;0.812857143;0.825714286;1;0;0;0;0;0;0;8;0;1;32;7;0;578
D;Faraoni;Crotone;01/01/2018;5.85;6.19;2;3.095;2.925;2;0;0;0;0;0;3;2;0;0;28;7;-5;581
D;Heurtaux;Verona;01/01/2018;5.44;5.32;7;0.76;0.777142857;0;0;0;0;0;0;0;2;1;0;17;3;4;583
D;Widmer;Udinese;01/01/2018;5.77;6.18;8;0.7725;0.72125;3;0;0;0;0;0;1;2;0;0;24;8;0;588
C;Verre;Sampdoria;01/01/2018;5.64;5.5;5;1.1;1.128;0;0;0;0;0;0;0;2;0;0;18;1;4;600
A;Perica;Udinese;01/01/2018;5.6;5.6;10;0.56;0.56;1;0;0;0;0;0;0;6;0;0;22;4;6;605
A;Thereau;Fiorentina;01/01/2018;5.95;7.1;16;0.44375;0.371875;3;0;0;4;4;0;3;2;0;0;22;12;4;606
A;Zapata D.;Sampdoria;01/01/2018;6.22;7.4;16;0.4625;0.38875;11;0;0;0;0;0;3;1;0;0;31;18;-2;608
P;Coppola;Verona;01/01/2018;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;609
P;Gollini;Atalanta;01/01/2018;6.21;5.64;1;5.64;6.21;0;4;0;0;0;0;0;0;0;0;7;4;-3;610
P;Rafael;Cagliari;01/01/2018;6.15;5;1;5;6.15;0;11;0;0;0;0;0;1;0;0;10;3;-2;611
D;Bianchetti;Verona;01/01/2018;6;5.75;6;0.958333333;1;0;0;0;0;0;0;0;1;0;0;2;1;5;612
D;Helander;Bologna;01/01/2018;5.73;5.62;3;1.873333333;1.91;0;0;0;0;0;0;0;6;0;0;29;5;-2;615
D;Romulo;Verona;01/01/2018;5.91;6.19;9;0.687777778;0.656666667;1;0;0;2;2;0;5;7;0;0;37;12;-3;621
D;Souprayen;Verona;01/01/2018;5.22;5.02;7;0.717142857;0.745714286;0;0;0;0;0;0;0;2;1;1;22;3;4;622
C;Hallfredsson;Udinese;01/01/2018;5.77;5.5;7;0.785714286;0.824285714;0;0;0;0;0;0;0;5;0;1;19;5;2;626
C;Ionita;Cagliari;01/01/2018;5.74;5.71;10;0.571;0.574;0;0;0;0;0;0;1;4;0;0;36;7;3;627
C;Laner;Verona;01/01/2018;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;629
D;Sala;Sampdoria;01/01/2018;5.54;5.42;4;1.355;1.385;0;0;0;0;0;0;0;1;1;0;13;3;1;630
C;Viviani;SPAL;01/01/2018;5.97;6.09;7;0.87;0.852857143;3;0;0;1;0;1;2;9;0;0;29;9;-2;631
C;Zaccagni;Verona;01/01/2018;5.5;5.5;4;1.375;1.375;0;0;0;0;0;0;0;0;0;0;6;1;3;632
A;Fares;Verona;01/01/2018;5.38;5.15;3;1.716666667;1.793333333;0;0;0;0;0;0;1;12;0;1;30;3;0;633
D;Chiriches;Napoli;01/01/2018;5.86;5.79;5;1.158;1.172;0;0;0;0;0;0;0;1;0;0;7;2;3;640
